,Transacton_Id,Account_no,Time_stamp,Amount,Transaction_mode
9276,5996776722af9c9,1014111719126120,2022-01-01 06:59:44,+43075,Cheque
9277,997ca1b7de08142,1093362895453420,2021-06-27 22:28:44,-2350,RTGS
9278,8374652fce11a17,1061266524167480,2021-03-12 12:07:10,+27100,Wire Transfer
9279,61ec4856b147d50,1092128352747090,2021-07-08 19:58:36,+2800,NEFT
9280,76715a33689549e,1041032690444560,2021-04-20 01:43:55,-43525,Wire Transfer
9281,ffd777fc5d7a4b3,1034793079016490,2021-10-14 23:54:15,-18325,RTGS
9282,e6136b74d5c2eba,1095558471665710,2021-02-22 06:59:23,+26650,RTGS
9283,2e6e16680c819f3,1091848147632750,2021-11-22 02:35:17,+35875,Wire Transfer
9284,b4084c86ad49723,1039877985493250,2021-09-15 19:11:09,-58600,NEFT
9285,495c9f7bf618b21,1065297971233300,2022-06-18 20:51:13,+44650,NEFT
9286,96aecc9f93ce5c4,1074182581872460,2022-08-14 00:44:23,-32950,Cheque
9287,2de3eafc081b38d,1011738027329430,2021-02-09 21:20:33,+30475,RTGS
9288,e84e90fe13d28a6,1084778132844290,2022-04-09 23:38:08,+100,Cheque
9289,a385f76c6c176a5,1029758626070530,2022-07-14 19:13:16,+7525,Cheque
9290,73964738a380f35,1014974480256910,2022-07-01 05:12:31,-12250,Wire Transfer
9291,3e966c601f466e0,1021670379923860,2022-05-01 14:45:09,-12025,Cheque
9292,162e2cae27de2b3,1088567938214980,2021-10-29 12:42:21,+12025,NEFT
9293,e7b7a6a725a5340,1053837448952500,2022-04-03 00:57:41,-7750,NEFT
9294,bb566a01adc4f65,1082474466434950,2022-04-11 03:05:31,-5050,Wire Transfer
9295,03020264c5311d4,1018596027899920,2021-07-19 00:48:18,+20575,NEFT
9296,d6bea78dda77ab5,1033470877356650,2022-03-21 10:04:16,+23725,NEFT
9297,0c167a8a840855e,1060521908154160,2021-02-18 01:02:16,+39250,RTGS
9298,ef82a4168eb8afc,1030719557588530,2022-01-11 12:55:51,+24175,RTGS
9299,44a9417517b2f93,1096713233940810,2021-11-19 04:28:52,+58150,RTGS
9300,e7938b9a341467c,1047573830239950,2021-07-06 18:41:45,+21250,NEFT
9301,4fb6ceaa7dd8373,1074448962729860,2021-12-30 02:53:25,+7525,RTGS
9302,1ea004c0a163743,1096323772535100,2022-03-14 21:22:10,+550,Cheque
9303,b4f896dd4ebf927,1030491940198720,2021-12-24 00:21:37,-8425,Wire Transfer
9304,da9e470c486d1ee,1061333421113680,2022-06-18 14:37:48,-4375,NEFT
9305,ba0a61142672281,1015286215319130,2021-08-23 23:27:47,+2125,NEFT
9306,090b89ea58baf28,1055341373223430,2021-05-11 16:49:13,+52975,Cheque
9307,2fa375b51a56632,1029990758946120,2021-07-07 00:23:39,+33175,Cheque
9308,d6ac1b4f63fc572,1033676968649520,2021-12-12 02:10:38,-17875,Wire Transfer
9309,b1aeaec7ae73209,1042502064414650,2022-09-27 00:42:06,+42175,NEFT
9310,cc37b54fc320678,1049785430827500,2022-02-14 00:05:29,+12700,NEFT
9311,55712f2b7795590,1096795447808220,2021-06-02 06:46:44,+10450,RTGS
9312,b8181f21253709c,1030456367512350,2021-12-27 15:59:51,-26425,RTGS
9313,bb4c185dc13b326,1040648721471990,2021-12-13 17:21:06,+3250,Cheque
9314,328040a833ade34,1070115967659460,2021-11-10 20:28:42,+58600,RTGS
9315,3d980c9bfa016f4,1086856018718900,2022-05-03 14:20:30,+1000,RTGS
9316,9c1befd6e12d97c,1060597302049660,2021-01-20 12:43:10,+13150,Cheque
9317,4bec3536e57c75f,1059906289436520,2021-05-24 06:18:48,-22375,RTGS
9318,04edc0d60e5992c,1077112324723910,2022-06-04 21:19:47,-32725,Cheque
9319,61e7237bca11753,1022226860479520,2021-04-06 08:31:39,+44875,NEFT
9320,157d5628fc988df,1047906300232370,2022-09-08 13:26:27,+26425,NEFT
9321,ed5718c76ee18bb,1037753562613010,2022-05-15 21:02:27,-57250,NEFT
9322,7c4423f659dd9a1,1050389466698840,2021-12-05 03:27:22,-19450,Wire Transfer
9323,19a2c59e35512d9,1013824092074210,2021-07-11 21:03:03,-8650,NEFT
9324,20f2c8f89a212ba,1088052878684100,2021-06-02 15:52:45,+41275,Wire Transfer
9325,1be8776d46ab290,1015722054084500,2021-09-04 02:07:20,+25525,RTGS
9326,56bcf6f4ae834dd,1042838867240890,2022-01-19 06:10:31,+34300,Cheque
9327,5922abe093984c3,1061081530436760,2022-04-19 17:57:30,+12925,RTGS
9328,8b77227ed0eff80,1053132581655000,2022-06-01 12:57:40,-22150,RTGS
9329,83f946313a0df1e,1050667618827830,2021-10-04 14:40:39,+48250,NEFT
9330,b30a0e96995bb5b,1086010184650030,2021-10-06 19:34:28,+13375,RTGS
9331,43d69a42ebe456c,1061509221125120,2021-07-16 04:23:47,-3250,Cheque
9332,28533866057abc8,1075993662957620,2021-02-23 01:01:02,-16975,RTGS
9333,7303ef4c472263b,1068385492574730,2022-05-13 02:42:31,-14275,RTGS
9334,5b1d3013f78eb23,1055521379722470,2022-01-24 05:49:37,-1000,RTGS
9335,ee9a5e532d5de4b,1013408265809400,2022-08-27 21:42:34,+28450,RTGS
9336,31d40c9081421be,1079863250598810,2021-05-13 23:57:32,-2575,Cheque
9337,88dbbc428e9864a,1085082416500060,2022-08-29 10:30:59,-19000,RTGS
9338,b5b4f7349c8b536,1072079068761780,2021-08-25 00:35:33,-57700,Wire Transfer
9339,42b627c9c53c36d,1063555880877610,2021-10-03 05:35:33,+5275,Cheque
9340,c9352d72c8ead45,1099211339892510,2022-01-23 04:23:22,+9550,Cheque
9341,ac6e8499ee3a013,1078593187359600,2021-08-26 13:54:14,-58825,NEFT
9342,5a82e5688836dba,1048061919332000,2022-07-05 17:28:08,+100,Wire Transfer
9343,42e6ce62d5cfc36,1012322584556050,2021-08-13 06:29:47,+22150,NEFT
9344,16f1215ee628063,1072054488556580,2021-09-28 18:56:19,-54775,RTGS
9345,798d646f641aa30,1061733992712370,2021-04-29 00:58:14,+44200,RTGS
9346,b0d455e125adacc,1099693842414260,2022-03-19 09:26:13,-35875,Cheque
9347,795a5f40e3b2a25,1080424295666990,2021-10-12 23:47:38,-31150,Cheque
9348,0d7c80ef3beecd0,1055333534294780,2021-04-03 20:57:19,-48925,Cheque
9349,906510df58f0392,1092057158424970,2021-11-29 16:36:49,-34750,RTGS
9350,0e8067c65a9fe89,1074429233794240,2022-03-02 02:09:02,+29125,RTGS
9351,e3c93ebbf003f2f,1094152291527470,2022-04-04 04:11:38,-43075,Cheque
9352,02e976e2c01b3cf,1043102763129010,2021-04-03 00:59:02,-59050,Cheque
9353,845b9467b103fbf,1070058814987020,2021-06-28 19:32:46,-36775,Wire Transfer
9354,21466ade389408f,1025969104239530,2021-03-27 12:08:50,-42850,NEFT
9355,655a198ae9fe6c4,1088941356868760,2021-08-12 03:55:45,-28450,Cheque
9356,fce0d2cca369ff5,1056258849981090,2021-11-30 02:41:20,+52975,Wire Transfer
9357,e98e0157b4eec73,1064442300582770,2021-04-20 08:27:47,+45775,Wire Transfer
9358,a78a94a0b8a3afc,1054998225571530,2021-07-06 11:23:50,-46675,Cheque
9359,8f48f77d0d1ef04,1047721184665580,2021-06-03 07:32:42,-23275,RTGS
9360,af7d1c2026358a6,1078161164709940,2021-03-20 17:16:29,+3925,RTGS
9361,92d020461059180,1042233041751560,2021-06-26 01:20:25,-8650,NEFT
9362,68f21ed4618f186,1024803823565890,2022-06-20 18:04:40,+41500,Cheque
9363,ae854a7ca1aeb8f,1061049589430080,2021-01-10 19:57:20,+19900,Cheque
9364,95174b5ef5b633a,1070016857952900,2022-08-30 05:08:34,-20350,Cheque
9365,c2c68bb5ae49c04,1056151546322570,2022-08-03 13:49:08,-37900,Cheque
9366,9c8096ea53ab485,1072033523917800,2022-09-06 15:57:12,+12700,NEFT
9367,a67dc414f4de6b8,1098030011138540,2021-06-24 17:22:13,-26650,NEFT
9368,749e0b7eeb1475d,1048247890799360,2021-12-26 05:30:47,-12475,NEFT
9369,8b0d9c90bc82e35,1059219415597690,2021-07-21 12:33:40,+34525,RTGS
9370,0a570fdb885d38b,1041419891707830,2021-12-31 11:15:35,-20125,NEFT
9371,ceef42203bbcacc,1068261630334860,2021-04-11 10:42:40,-15175,RTGS
9372,c0a5713283299bc,1013686477494710,2021-05-13 06:33:39,+12025,NEFT
9373,71800994d593375,1053480868389810,2021-11-11 16:00:53,+23050,NEFT
9374,99fcf99b803c133,1041848314633440,2022-08-06 09:14:16,-49150,RTGS
9375,92bad032dba9277,1054976742712580,2021-10-15 18:42:47,-41050,Cheque
9376,df6de2323cb0e21,1082885412112430,2021-08-20 06:32:24,+54550,Wire Transfer
9377,245da325d69f805,1014119054831680,2021-09-27 00:25:37,-45775,Cheque
9378,0baa1ef15f5a0ad,1081592467310430,2021-06-23 08:08:06,-55000,RTGS
9379,bfa82767d1a0231,1053922588531740,2022-07-06 17:44:44,+31600,Wire Transfer
9380,9c54492a0f47ead,1054139342242290,2022-06-21 03:18:18,+1000,Cheque
9381,0e1b6049dee480b,1049252712517630,2022-05-23 16:09:03,-36775,Cheque
9382,58ee5f7ddfa446c,1057731504033100,2022-06-29 19:19:27,+59500,Wire Transfer
9383,d7077910f7356bc,1085626119843870,2021-09-15 00:55:06,-18325,RTGS
9384,717ff7c1087b0d2,1017897658184730,2022-09-17 01:24:23,+2125,RTGS
9385,9431740fe1fade3,1090231475393080,2021-02-09 23:02:37,+6175,RTGS
9386,13667fdf2a5b6c4,1072316945064660,2022-09-18 07:32:42,-15400,Cheque
9387,ecadbe3eb9b239f,1048614324157020,2022-01-08 01:50:49,+29575,RTGS
9388,15e515bdeb6f286,1077021956803800,2021-04-16 05:35:43,-52750,RTGS
9389,aa88d5eae4e46f0,1021685037230320,2021-07-25 02:29:14,+26650,NEFT
9390,65bf38ac1afc119,1023036337066450,2021-08-26 19:54:26,+5950,RTGS
9391,3f23f0870cafe60,1047145970508320,2021-02-02 14:21:33,+53425,RTGS
9392,c6650850c989754,1023633612058920,2021-04-25 01:43:26,+50725,NEFT
9393,36397b83a06b065,1057078904677470,2021-03-26 00:34:35,+15400,RTGS
9394,5f3c79e13c1627e,1025969104239530,2021-02-11 12:48:38,-14050,Cheque
9395,c2086c3e9f01277,1057760210598010,2022-09-17 00:56:48,-52075,Cheque
9396,025aeaf59ab9070,1095518982319190,2022-02-12 17:15:34,+17875,RTGS
9397,d641a4184ec83cc,1014011297978400,2021-06-21 01:03:11,+40150,Wire Transfer
9398,0ad4c4afc201000,1075852088411650,2022-05-30 18:01:16,-33400,Cheque
9399,ddc6289b5c21d67,1011780737070390,2021-05-07 17:51:54,+24625,RTGS
9400,7e965dc84e0441d,1026268287686930,2021-03-18 03:04:25,+10225,NEFT
9401,987ba4f15324d47,1057984190036230,2021-11-06 00:22:44,+43075,Wire Transfer
9402,1090aa021b10b7d,1015737366712950,2022-06-07 06:25:46,-4600,Wire Transfer
9403,cf99f89cb081abd,1057236799175510,2022-09-20 12:28:10,-59050,NEFT
9404,db891b5251bce6f,1016760885341490,2021-06-24 18:39:55,-25975,NEFT
9405,ba1c96dbce1d08a,1042959999130220,2022-09-01 01:44:23,+30025,RTGS
9406,5b03dc9b8d4ed63,1088155224014510,2022-04-13 00:07:42,-27550,Wire Transfer
9407,719fcf32d60a439,1067545700609480,2022-06-09 23:05:04,-46000,Wire Transfer
9408,ee6128d4ffd4966,1099411041179390,2021-08-31 12:28:46,+52975,RTGS
9409,0a15a85c1da5c0c,1071344427246000,2021-05-27 20:49:53,-39250,RTGS
9410,8a77bb6b1615f82,1068673004956660,2022-04-05 15:36:13,+42850,RTGS
9411,00da43a4e10b7d6,1012531839531140,2022-04-10 07:18:20,+36775,Wire Transfer
9412,a40a9ee584b3691,1084554095832970,2022-07-08 22:21:06,+15625,Wire Transfer
9413,0c21b1030e6331f,1011256297352040,2022-01-06 00:38:37,+25750,Cheque
9414,d7e912c6f92abb4,1068482790281380,2021-07-16 03:08:02,-35200,RTGS
9415,c3151a535cdb4d1,1068255355658230,2021-07-30 22:53:13,-12925,Wire Transfer
9416,067dabcfeb5d8b8,1065129154981140,2022-07-03 14:27:58,+21025,Wire Transfer
9417,1112d8a79561544,1049680954042130,2021-07-21 21:01:03,-56800,Cheque
9418,9115620adff0cf6,1035233987927320,2022-05-01 05:31:36,-8200,NEFT
9419,d8dfda58ce9fbe1,1055983438421580,2021-12-05 11:08:58,-42850,RTGS
9420,b9639bcaf74ed34,1071267387406530,2022-04-17 14:03:43,+35875,RTGS
9421,5360c931b72de43,1066420356042470,2021-07-17 02:04:33,+9325,RTGS
9422,6d5927d9d8a58e2,1063583523982910,2021-02-20 00:03:38,-49375,Cheque
9423,c397955cde5c7e6,1098400531751210,2022-06-19 16:03:18,-34750,RTGS
9424,22f682e739ad231,1083644864106550,2021-04-15 17:26:55,-3925,Wire Transfer
9425,9092df566950c74,1054696997602320,2022-05-25 07:51:13,-24400,Wire Transfer
9426,eb836744b985c68,1073413833563240,2021-05-25 04:17:24,+43525,Cheque
9427,923a0a5a891f805,1094163820591660,2022-08-24 11:29:30,-25750,RTGS
9428,5ca8dfb160b4d40,1080373876791980,2021-02-06 22:30:39,+37450,NEFT
9429,7aa3da1815b0d22,1076753292046700,2022-02-13 09:08:50,-53200,Wire Transfer
9430,30dde712c829967,1059881809009210,2021-05-19 04:39:31,-1900,RTGS
9431,2a5ff9fdf7b42e1,1089425671311550,2022-04-29 01:07:12,-24625,Wire Transfer
9432,d3b5dc1de6cd28e,1094669273487110,2021-07-24 11:33:51,-52525,Wire Transfer
9433,2750a75e14b6b57,1027238567900760,2021-01-10 12:19:27,-34525,NEFT
9434,bc41b4616e6898c,1063341895450090,2022-05-03 00:30:27,+22825,RTGS
9435,a51c079c4b55fc8,1080719551445260,2021-11-11 00:06:14,+775,Wire Transfer
9436,760df47a7ab0ebe,1088253934727450,2022-01-12 02:40:06,+43300,Cheque
9437,a39dfd3ac8ff181,1058632475739110,2021-03-16 17:36:16,-11800,RTGS
9438,59428d376ea25a8,1097341058386920,2021-10-25 21:30:24,-39925,Cheque
9439,4e2da92b0b94a0c,1094735586201570,2022-05-25 20:03:48,+3925,NEFT
9440,6d91cbd1ba71d1e,1045264144825420,2022-03-06 06:15:02,+41950,RTGS
9441,dae10ac3273022a,1018196636166210,2022-07-22 12:03:55,+34300,NEFT
9442,e47b812714e0a75,1075246290581150,2022-09-11 11:57:10,-23725,RTGS
9443,b8fbee6114874de,1016759256813330,2021-12-03 03:46:06,-18550,Wire Transfer
9444,875dbe667d983b9,1016128482929910,2021-09-24 16:08:11,-8650,RTGS
9445,d1d9e9010bcbadd,1027226247114610,2022-01-01 13:57:21,+47800,RTGS
9446,a2d2b87a0057504,1073000428372410,2021-05-20 00:33:11,-48025,Wire Transfer
9447,474beb93e563425,1062630423008050,2021-04-04 07:24:16,-45100,NEFT
9448,bf1d4927716f1c2,1071657687439010,2021-01-30 08:34:05,-20800,RTGS
9449,0745df8a811d05c,1081654835084020,2022-06-20 13:46:24,-12475,NEFT
9450,4f7655527f299b6,1046817647814770,2022-08-20 03:36:20,-8650,Cheque
9451,9fb8ab6fe541d7b,1098124230148490,2022-03-25 16:06:44,-22150,NEFT
9452,24ea5abda9c6c94,1079767022790130,2021-11-06 23:22:52,+43300,RTGS
9453,7c566606d555117,1051933895395390,2022-02-20 20:54:05,-21475,RTGS
9454,2271fbc67f0101a,1034277665997720,2021-11-22 01:45:41,+37900,NEFT
9455,749f32b056d578a,1036396958519440,2021-04-07 12:34:08,+55450,RTGS
9456,b1dd2b188c592c8,1090908006124750,2022-06-08 19:40:18,-1900,Cheque
9457,d5d63a566b7636d,1088253934727450,2022-04-17 17:17:46,-58375,Wire Transfer
9458,7cac76086d093c2,1043275814705360,2021-08-24 12:31:01,+48925,Cheque
9459,6d8c1eb99986b0f,1017166278721650,2022-07-07 18:01:43,+41050,Cheque
9460,f5067861bf229bc,1076759287048550,2021-11-01 12:31:19,-29800,NEFT
9461,b8368c31a1a2dcb,1015990378551730,2021-07-30 14:49:50,+53425,NEFT
9462,dab7ca055362a42,1085272187015160,2021-02-12 17:08:18,+24400,NEFT
9463,4598a747ee7e516,1028498075977930,2021-07-29 05:09:58,-29350,NEFT
9464,95f9efe1dfc1f58,1096298662827790,2021-07-08 00:52:43,-4150,Cheque
9465,45fca08b9ef92dd,1061266582347540,2021-09-26 07:06:40,+55450,RTGS
9466,3e32d094da8481a,1034410288714130,2022-08-29 05:41:22,+37450,NEFT
9467,d9a3f757b2fcbd1,1021788869868510,2022-02-28 09:13:24,+35200,Wire Transfer
9468,574011f40005a42,1080252405166130,2022-09-18 23:26:26,+46900,Wire Transfer
9469,0ec52bc5d546e39,1035512369115910,2021-11-19 23:23:17,-58375,Cheque
9470,49dca5edde53c9c,1036378890577220,2021-03-09 04:05:08,+550,Wire Transfer
9471,638bb0ae05b9516,1066836480064140,2022-09-17 03:27:46,-36325,Cheque
9472,8dc978fba0ebd93,1054732840529400,2021-05-16 21:31:43,-11800,NEFT
9473,5383f84d903be29,1015365029671980,2021-06-25 11:12:28,+21475,NEFT
9474,f9c7b1e43280f9b,1075460339934000,2021-01-01 00:40:04,-36550,NEFT
9475,95da5c010dfabc1,1048664820134090,2021-11-19 01:51:45,-39025,Wire Transfer
9476,cbfa196892a0a68,1086755164171580,2022-01-22 10:04:20,-31825,NEFT
9477,b762b9782b764ef,1052542972571290,2021-09-25 15:49:23,-4150,Cheque
9478,55e81096518aa0b,1064604849188500,2021-01-03 13:12:28,+57025,RTGS
9479,ec71646d0b35868,1071316341466570,2021-11-27 20:13:13,+44425,Cheque
9480,8b7bec81b06bfdf,1089625213262880,2021-11-26 23:20:55,-42175,Wire Transfer
9481,367dceab4ac3b4a,1023079000938430,2021-04-22 16:54:22,-29350,NEFT
9482,2b4f116f798b77e,1077648068498100,2021-01-02 15:34:15,-46225,NEFT
9483,1851377e6325061,1047996436197170,2021-12-11 21:26:07,-33400,RTGS
9484,0b96867cc8bf28f,1063881872072580,2022-09-06 22:30:04,-55675,NEFT
9485,38d99d99c33ef81,1063343789242920,2022-08-24 01:15:57,-39700,Wire Transfer
9486,0a62d4bbee9499d,1047615341190440,2022-05-06 09:46:48,-775,Wire Transfer
9487,7d2a9a5f7859263,1014722524461290,2022-03-29 10:56:39,+15175,NEFT
9488,22cf98da02d324b,1050132182848950,2022-02-22 03:19:00,+1900,Wire Transfer
9489,dc8bcef7ce1958f,1016584617766700,2021-06-14 01:47:13,+47800,NEFT
9490,6a830137082cf29,1099157551736180,2021-05-13 18:20:51,+12700,NEFT
9491,a0134a9995829a8,1072033204381510,2022-07-31 22:09:46,+35875,Wire Transfer
9492,a7d6081b7072a90,1046395641422170,2021-07-18 15:05:49,+26200,RTGS
9493,3e3f51b48f2895f,1012083710656210,2022-04-20 10:54:14,+47800,NEFT
9494,6a79518224fdf60,1083840655067330,2021-03-02 22:00:58,-34525,RTGS
9495,d96266640c5982c,1030959252384360,2022-09-27 15:50:56,+48925,NEFT
9496,d87878d50e82a59,1087264201637350,2021-10-10 01:16:39,+37000,Cheque
9497,4aeac2b4b8e943e,1077558801683230,2021-10-06 22:14:02,+20125,Cheque
9498,b6724e227ec571c,1061717522637350,2021-02-19 20:53:47,-41275,NEFT
9499,13ad2340d152c39,1085220385531510,2021-03-24 12:19:10,+49825,NEFT
9500,237849c50f8bf5e,1041162034629620,2021-05-18 03:52:59,+25075,RTGS
9501,3ffa136d6f5b33d,1084182386974390,2022-06-21 10:53:43,+26425,NEFT
9502,0ca0f3a257579cc,1099844149645830,2022-06-20 00:08:22,+31375,RTGS
9503,5c3fce676b38231,1014867499338900,2021-10-12 18:24:12,+25525,Wire Transfer
9504,5b5831bded3c76d,1025658827131910,2021-12-18 02:51:15,+53425,RTGS
9505,43bffbda74ffdc8,1042921288850270,2021-12-13 20:31:31,+36550,Cheque
9506,86e97c844d61483,1093483728284960,2022-06-19 08:53:16,+37900,Wire Transfer
9507,822eb4cb36faefb,1055298268267230,2021-09-15 07:43:56,-46450,Cheque
9508,d5e68e0fd7bc640,1068898808001970,2021-07-01 02:40:30,+19900,Cheque
9509,d2bf612b7871473,1020081907678500,2021-12-21 13:37:48,-41050,Wire Transfer
9510,12e9b4ea446b0a5,1035803310779920,2022-02-27 14:55:42,+33175,Cheque
9511,0b0e6dbcb6d7197,1020989129190060,2021-05-28 06:19:49,-17425,NEFT
9512,37ec404732847c1,1040770068130490,2022-04-17 00:00:21,+26650,NEFT
9513,6356099a8fa8d6e,1024912250963680,2022-07-18 23:24:15,+32500,NEFT
9514,09bee7040c3c25e,1079477834912650,2022-05-16 17:06:15,-16300,Cheque
9515,2fb35ca1e092b54,1029705250509050,2022-04-26 05:33:42,+57475,Wire Transfer
9516,a2d2d39cdaaab34,1036304636684080,2021-04-23 04:28:22,-45775,RTGS
9517,ec980ea94e59977,1076075703681630,2022-01-17 01:13:26,-16975,Cheque
9518,407e451bcda028b,1020733793197100,2022-02-02 04:42:26,-36100,NEFT
9519,f8d3447a9d178b5,1028501889473230,2022-05-01 19:32:40,+36550,Wire Transfer
9520,0466a678a7b2343,1024799779758640,2021-09-26 05:00:56,+14500,NEFT
9521,c6f70c93fca5fbb,1027949936300340,2021-06-09 07:32:46,+13150,NEFT
9522,f0891f91c5edf8d,1089633725349600,2021-12-22 06:09:25,+13825,NEFT
9523,4981cf1ceba6b78,1086750146342470,2021-04-11 17:02:35,-10675,RTGS
9524,186de1ba259ef43,1042752246014550,2021-07-31 02:28:31,+1675,Wire Transfer
9525,79bd2232c97212f,1077200016897210,2021-05-12 05:45:19,+40375,Wire Transfer
9526,925f6d70ab56e70,1073437180252120,2021-03-22 08:42:58,+25975,Cheque
9527,50ea3f59c6cccc5,1025313957417940,2021-08-30 02:52:45,-2800,NEFT
9528,b2abd521c6f4487,1015170966166510,2022-01-06 17:58:08,-46225,RTGS
9529,a97b02b97b85cb8,1083063451830230,2021-01-12 03:14:39,+41050,RTGS
9530,820a0912f83eda2,1036388438162640,2022-07-02 04:56:50,-1000,NEFT
9531,390ee59099fd20e,1040571096926120,2022-07-02 19:37:39,+48250,Wire Transfer
9532,94ea4e32abb376f,1044525923763110,2022-04-14 01:43:04,-48025,NEFT
9533,a02219cae1b490d,1096822995473200,2021-08-30 14:06:49,+31375,RTGS
9534,ebc396dc7f42099,1014523026314140,2022-07-19 11:49:59,-9550,RTGS
9535,8bd780bbb89f138,1075852088411650,2021-04-27 01:52:23,+44650,RTGS
9536,fc7395c05f87b5f,1097396719985430,2022-03-03 17:07:06,-48925,Cheque
9537,3e846a23c400ab6,1016699836099470,2021-09-23 17:27:54,+43300,Wire Transfer
9538,89c5853395516d4,1038695490505050,2021-10-27 15:25:27,-38575,Cheque
9539,3e9b718f07958ce,1011497290095190,2021-12-10 16:21:49,+43525,Wire Transfer
9540,edc9146e11ae6ea,1043643073095030,2021-03-05 04:53:47,+14275,Wire Transfer
9541,664eb39179ba8ee,1050635717819760,2021-12-14 12:28:23,+8875,Wire Transfer
9542,f8ca6ad91de985c,1063498893185890,2022-01-11 23:54:48,-32950,Wire Transfer
9543,10303b7384ab3e2,1097102292733440,2021-05-21 18:56:51,+21250,Wire Transfer
9544,d6774d40ee1d9b1,1039041319535340,2021-07-06 04:09:15,-5500,RTGS
9545,c9db160917c1e74,1043287639181990,2021-03-30 09:48:05,-7525,NEFT
9546,e87fd432af87731,1035294881100620,2021-12-24 13:28:11,-56350,Wire Transfer
9547,c2a799ee9a21d72,1033799366457860,2021-03-25 22:35:57,+54100,Cheque
9548,b60f3ac631972bc,1048971315268640,2022-03-27 12:19:02,+59725,Cheque
9549,0b25ba0c5032188,1066238667165500,2021-01-30 22:18:54,-48925,NEFT
9550,42fc3ec0f01d360,1048300771083970,2021-04-30 13:14:39,-47800,NEFT
9551,7ceef9bc94266fc,1096523805931100,2021-06-04 06:34:57,-26200,RTGS
9552,083d9276e5c4953,1020799533326990,2022-09-05 02:04:12,+5050,RTGS
9553,63e2bbaee4d16ee,1029194276470430,2022-03-01 02:53:50,+38575,NEFT
9554,0e9413a6fcba714,1049921775036230,2022-02-14 08:48:07,-45550,RTGS
9555,d56fa750e296c1b,1033756560452410,2022-09-10 10:23:59,+31150,Wire Transfer
9556,42b89afb49a762f,1031822394194570,2021-09-07 07:49:49,+39475,Cheque
9557,eb31745b891ab5f,1015009492994530,2022-03-28 02:28:01,-13375,Cheque
9558,1ba1d1633e7393d,1062936820156740,2021-06-21 17:21:22,-20350,Wire Transfer
9559,887da8f22298d20,1032702051011160,2021-07-24 23:15:36,-52300,NEFT
9560,68f710f44af6238,1088551213836010,2021-10-29 14:52:51,-1450,Cheque
9561,49df203755b538e,1078452351288530,2021-06-05 23:22:14,-49600,Wire Transfer
9562,6bc2e5a1ae4db30,1092735956621740,2022-05-25 15:42:53,-28000,NEFT
9563,cc2b4a27bd41592,1037753562613010,2022-09-13 19:15:09,-18775,Wire Transfer
9564,42b96880b4cd39c,1025818449970740,2021-12-07 03:00:40,+49375,RTGS
9565,73089dbe8038541,1099777566453670,2021-12-24 05:20:35,-18100,Cheque
9566,9d7364ab6794a9c,1054707622002820,2022-02-10 03:09:49,+10000,Cheque
9567,6be17f9561d41a3,1075836547735660,2022-06-28 15:54:54,+47350,Wire Transfer
9568,1.54E+76,1064493810849600,2022-07-13 23:22:41,+325,Wire Transfer
9569,1669a5c1767c73a,1094660707493000,2021-12-30 21:24:18,+13600,NEFT
9570,9bd49a8268154d9,1064196555560810,2021-06-29 19:44:20,+58375,RTGS
9571,45caa5351d98380,1029376900115970,2022-08-18 09:13:35,+29575,Cheque
9572,aa0e4ab234459c0,1011422371452280,2022-08-01 03:54:43,-14725,Cheque
9573,74deef9b852bf9c,1029299716334160,2022-02-02 12:00:48,-49375,NEFT
9574,3b086af67bb45cb,1031313789650830,2022-08-04 02:59:51,+24175,RTGS
9575,6af10f76a78411d,1065509662394580,2022-09-25 20:23:13,-32500,RTGS
9576,0613ed9f3eee7ef,1082113626831580,2022-06-11 11:45:37,-100,NEFT
9577,27aeb6756318d2a,1057794940451470,2021-07-16 02:48:05,+49150,NEFT
9578,cc24efa7c4fe83a,1080520663342780,2022-06-17 17:32:01,+34975,RTGS
9579,c5c147c4b84049d,1057690664878680,2021-10-26 09:10:25,-7300,RTGS
9580,b9ff3eefc1c34cf,1093794188570650,2022-03-30 12:15:37,-48700,NEFT
9581,00c1f7039389d87,1075462018573090,2021-04-11 21:10:20,+36550,NEFT
9582,568f6711cdf9f71,1089471861919050,2022-08-04 10:21:18,+12475,NEFT
9583,58c3b62aefe9c33,1014496874442920,2021-02-19 20:31:03,+23725,Wire Transfer
9584,5a02d2c0fb18070,1024990686335160,2022-08-09 15:20:33,+35425,RTGS
9585,533c6b1c1d6752e,1068887547374460,2021-04-16 21:16:15,+37675,Cheque
9586,97445a65295ac98,1015975898266660,2021-09-18 23:28:04,+25525,Wire Transfer
9587,6842cf9eea19dfa,1072725712629510,2022-03-14 03:23:12,-19000,Wire Transfer
9588,a74c089393ee2df,1078321609234700,2021-02-13 20:28:10,+42850,Cheque
9589,ccaeb6bc42c4752,1032798775913980,2021-07-11 14:47:01,+44425,NEFT
9590,342fc79dc228c24,1099574770216290,2022-05-31 06:33:20,-33175,RTGS
9591,74c7269e43ecc4a,1092193512876840,2021-07-28 18:36:33,+5275,Cheque
9592,be6d4b48052aed1,1067291614145100,2021-03-27 22:03:23,+10675,Wire Transfer
9593,484c94335404b53,1077266930034790,2022-06-03 17:42:32,-33175,Cheque
9594,91399ce12d38b82,1083715143278670,2022-01-09 13:32:42,-26650,Cheque
9595,dad2bfd0b010919,1061208596736670,2021-09-21 21:38:11,-59500,NEFT
