,Loan_id,Account_no,Sanctioned_amount,Requested_amount,Disbursed_amount,Collateral,Collateral_type,Purpose_of_loan,Branch_id
2584,500054385728,1052249198011000,2184000,2800000,1332240,6552000,Vehicles,Agriculture,BSABUF09
2585,500053118982,1093823064578940,1764000,2100000,635040,8820000,Residential Mortgages,Home,BSABUF23
2586,500057402574,1038247916907540,910000,1000000,473200,2730000,Residential Mortgages,Home,BSABUF09
2587,500051474242,1054449974252710,2755000,2900000,247950,13775000,Vehicles,Agriculture,BSABUF20
2588,500059201770,1030659203074290,2220000,3000000,1554000,8880000,Vehicles,Agriculture,BSABUF18
2589,500052270554,1081743612954780,3528000,4200000,0,10584000,Residential Mortgages,Agriculture,BSABUF08
2590,500057038402,1066487149361430,4418000,4700000,1457940,13254000,Vehicles,Agriculture,BSABUF08
2591,500054415757,1043468145913800,1896000,2400000,1080720,7584000,Residential Mortgages,Education,BSABUF24
2592,500058237119,1064960645948150,1598000,1700000,1246440,4794000,Fixed Deposit,Agriculture,BSABUF17
2593,500058855260,1057926007224770,3000000,3000000,2790000,12000000,Equipment and machinery,Education,BSABUF04
2594,500057957925,1096906768507440,3276000,3600000,589680,13104000,Equipment and machinery,Agriculture,BSABUF04
2595,500059806555,1042693507554100,900000,1200000,99000,2700000,Equipment and machinery,Business,BSABUF14
2596,500051846882,1074407001964380,2158000,2600000,302120,6474000,Vehicles,Home,BSABUF01
2597,500053624766,1095762136102280,4512000,4800000,4376640,18048000,Fixed Deposit,Home,BSABUF03
2598,500056519756,1036730179597880,3570000,4200000,249900,14280000,Residential Mortgages,Education,BSABUF10
2599,500056999601,1034070568646860,2288000,2600000,1990560,9152000,Fixed Deposit,Business,BSABUF18
2600,500057505934,1019424063049630,2448000,3400000,1052640,7344000,Fixed Deposit,Agriculture,BSABUF08
2601,500058749011,1017053440695580,2752000,3200000,632960,11008000,Fixed Deposit,Business,BSABUF08
2602,500056884893,1074929702532220,2225000,2500000,578500,6675000,Equipment and machinery,Education,BSABUF18
2603,500054893382,1057830837950950,243000,300000,2430,729000,Equipment and machinery,Business,BSABUF09
2604,500058156289,1045855699352800,83000,100000,34860,415000,Vehicles,Business,BSABUF13
2605,500053111807,1091810394966130,192000,200000,99840,576000,Vehicles,Education,BSABUF04
2606,500058735155,1063419587467310,84000,100000,32760,252000,Residential Mortgages,Agriculture,BSABUF21
2607,500053645011,1048614464507680,4606000,4700000,460600,23030000,Residential Mortgages,Education,BSABUF20
2608,500054448777,1083471822682210,3458000,3800000,1106560,13832000,Fixed Deposit,Education,BSABUF14
2609,500056490160,1086961508814310,3239000,4100000,2234910,12956000,Fixed Deposit,Business,BSABUF17
2610,500055214865,1099177425920700,2926000,3800000,1111880,11704000,Fixed Deposit,Agriculture,BSABUF20
2611,500052341429,1081394298960250,2673000,2700000,427680,13365000,Fixed Deposit,Business,BSABUF23
2612,500058825593,1035319564045010,2632000,2800000,552720,7896000,Equipment and machinery,Business,BSABUF16
2613,500052798518,1029153179615450,2821000,3100000,2454270,11284000,Residential Mortgages,Home,BSABUF07
2614,500055835778,1050099695680310,2548000,2600000,586040,7644000,Residential Mortgages,Education,BSABUF12
2615,500056342967,1058025357918020,1998000,2700000,919080,7992000,Vehicles,Agriculture,BSABUF12
2616,500053377398,1087785197970190,3045000,3500000,1187550,15225000,Equipment and machinery,Home,BSABUF19
2617,500053668290,1073540812912790,876000,1200000,604440,4380000,Vehicles,Agriculture,BSABUF12
2618,500051321655,1091762591670820,3458000,3800000,3423420,10374000,Equipment and machinery,Business,BSABUF10
2619,500059881115,1032329894771370,1140000,1200000,433200,3420000,Residential Mortgages,Business,BSABUF12
2620,500057591093,1054981879282750,2660000,2800000,1117200,10640000,Vehicles,Agriculture,BSABUF16
2621,500053410663,1082142775282320,3528000,3600000,3281040,10584000,Equipment and machinery,Agriculture,BSABUF12
2622,500055741641,1057332717699750,2200000,2500000,1078000,8800000,Vehicles,Agriculture,BSABUF25
2623,500058387476,1046777791717840,1232000,1600000,135520,6160000,Equipment and machinery,Agriculture,BSABUF22
2624,500058638050,1099674277647630,3075000,4100000,922500,15375000,Fixed Deposit,Home,BSABUF07
2625,500056325896,1067352274288490,1548000,1800000,402480,6192000,Equipment and machinery,Home,BSABUF02
2626,500056672998,1055826814173240,1204000,1400000,96320,3612000,Equipment and machinery,Business,BSABUF12
2627,500055561162,1028871396589580,2920000,4000000,1898000,11680000,Residential Mortgages,Business,BSABUF04
2628,500059441359,1052699020704890,2106000,2600000,189540,8424000,Fixed Deposit,Education,BSABUF23
2629,500058154401,1044230771559040,100000,100000,100000,300000,Vehicles,Home,BSABUF18
2630,500057834277,1066024758371900,1729000,1900000,657020,8645000,Residential Mortgages,Agriculture,BSABUF08
2631,500058514423,1083479012975310,830000,1000000,813400,3320000,Equipment and machinery,Home,BSABUF13
2632,500053373353,1026625283975730,532000,700000,122360,2128000,Residential Mortgages,Agriculture,BSABUF01
2633,500054184980,1075290523217740,4275000,4500000,897750,12825000,Equipment and machinery,Agriculture,BSABUF04
2634,500056938985,1064853820934960,800000,800000,424000,3200000,Vehicles,Education,BSABUF06
2635,500056008207,1096105366809180,2475000,3300000,1757250,9900000,Equipment and machinery,Education,BSABUF08
2636,500057950947,1011674220925830,3627000,3900000,943020,10881000,Equipment and machinery,Business,BSABUF07
2637,500053572609,1082707317990930,2730000,3000000,1310400,10920000,Residential Mortgages,Education,BSABUF25
2638,500059411140,1056491773840010,364000,400000,174720,1456000,Fixed Deposit,Business,BSABUF17
2639,500055013438,1057916276726780,1598000,1700000,1422220,7990000,Vehicles,Business,BSABUF13
2640,500053034464,1069695645462770,3298000,3400000,1352180,16490000,Vehicles,Business,BSABUF21
2641,500055220163,1090112449790640,3268000,3800000,751640,9804000,Residential Mortgages,Home,BSABUF18
2642,500054645463,1037862983041350,2736000,3600000,902880,8208000,Residential Mortgages,Education,BSABUF24
2643,500054566136,1031601442229820,3120000,3900000,2246400,15600000,Fixed Deposit,Business,BSABUF04
2644,500051841502,1057497676989360,468000,600000,369720,2340000,Residential Mortgages,Education,BSABUF12
2645,500057784962,1014918520649760,1869000,2100000,0,5607000,Vehicles,Business,BSABUF06
2646,500056772006,1054970752641320,1638000,1800000,1375920,4914000,Vehicles,Agriculture,BSABUF18
2647,500053721472,1031348587150380,2784000,3200000,250560,13920000,Fixed Deposit,Agriculture,BSABUF11
2648,500053851133,1058027459806940,1825000,2500000,1825000,9125000,Residential Mortgages,Education,BSABUF04
2649,500051769756,1061201861879840,3311000,4300000,2450140,16555000,Residential Mortgages,Home,BSABUF17
2650,500052341805,1017973531045040,2937000,3300000,58740,8811000,Fixed Deposit,Education,BSABUF14
2651,500055335971,1085398884649270,540000,600000,216000,1620000,Equipment and machinery,Agriculture,BSABUF11
2652,500055389489,1041550770443910,196000,200000,68600,980000,Residential Mortgages,Home,BSABUF01
2653,500059539623,1096742203043080,4464000,4800000,357120,17856000,Equipment and machinery,Agriculture,BSABUF08
2654,500054603769,1080344438146580,940000,1000000,846000,2820000,Vehicles,Education,BSABUF06
2655,500052032623,1099583143055140,2256000,2400000,1308480,6768000,Residential Mortgages,Education,BSABUF14
2656,500051877446,1054628707662430,1817000,2300000,545100,5451000,Vehicles,Education,BSABUF01
2657,500055965301,1038389457011670,3075000,4100000,953250,9225000,Fixed Deposit,Business,BSABUF09
2658,500051312647,1020633258802390,3510000,3900000,245700,17550000,Fixed Deposit,Agriculture,BSABUF22
2659,500054928164,1040507107180180,2464000,3200000,1355200,7392000,Equipment and machinery,Education,BSABUF18
2660,500058221004,1079241128216900,360000,500000,241200,1080000,Residential Mortgages,Home,BSABUF07
2661,500057537809,1086632713271350,2254000,2300000,1893360,11270000,Vehicles,Business,BSABUF06
2662,500057149950,1075395071144140,1183000,1300000,485030,5915000,Equipment and machinery,Education,BSABUF19
2663,500052124717,1073130541756720,720000,900000,28800,2880000,Fixed Deposit,Business,BSABUF19
2664,500059928733,1032980509725720,3200000,3200000,352000,16000000,Equipment and machinery,Education,BSABUF08
2665,500058895559,1052608389998980,2352000,2800000,588000,9408000,Equipment and machinery,Agriculture,BSABUF02
2666,500055512804,1054404548900370,468000,600000,229320,1404000,Equipment and machinery,Agriculture,BSABUF13
2667,500051719047,1066337688952040,4214000,4300000,3244780,21070000,Fixed Deposit,Education,BSABUF20
2668,500053544492,1015461732632240,3906000,4200000,3007620,15624000,Fixed Deposit,Home,BSABUF21
2669,500052718639,1091508703040350,3026000,3400000,1603780,15130000,Residential Mortgages,Business,BSABUF02
2670,500059893255,1086845110302230,219000,300000,35040,657000,Equipment and machinery,Business,BSABUF24
2671,500052623987,1062667324499640,1424000,1600000,484160,7120000,Equipment and machinery,Agriculture,BSABUF03
2672,500052101425,1060288955253200,3663000,3700000,2197800,14652000,Fixed Deposit,Home,BSABUF10
2673,500053124324,1047416666915530,2231000,2300000,1160120,6693000,Equipment and machinery,Home,BSABUF11
2674,500052746074,1066067435702170,1740000,2000000,1496400,5220000,Vehicles,Business,BSABUF18
2675,500058504530,1092283362926120,693000,900000,55440,3465000,Fixed Deposit,Home,BSABUF18
2676,500053301631,1081979837656480,475000,500000,308750,1900000,Fixed Deposit,Education,BSABUF06
2677,500058974527,1072107059043050,2820000,3000000,1607399,11280000,Equipment and machinery,Agriculture,BSABUF03
2678,500052098315,1042096610700750,495000,500000,39600,1485000,Vehicles,Home,BSABUF04
2679,500057745356,1099896393860120,2296000,2800000,1974560,9184000,Vehicles,Home,BSABUF05
2680,500054531367,1057447365069280,792000,800000,443520,3960000,Equipment and machinery,Education,BSABUF16
2681,500054970949,1034049873465440,2790000,3000000,753300,8370000,Residential Mortgages,Home,BSABUF18
2682,500059876946,1072068511546570,3234000,4200000,388080,9702000,Vehicles,Agriculture,BSABUF24
2683,500056844025,1031319294672370,4257000,4300000,553410,12771000,Residential Mortgages,Education,BSABUF23
2684,500055825481,1085592678634430,162000,200000,59940,810000,Equipment and machinery,Agriculture,BSABUF19
2685,500053927468,1052871086933240,2484000,2700000,2434320,12420000,Vehicles,Home,BSABUF12
2686,500053951746,1063727029606920,2296000,2800000,1767920,9184000,Vehicles,Business,BSABUF23
2687,500051691436,1081892033732550,178000,200000,128160,712000,Equipment and machinery,Agriculture,BSABUF08
2688,500059957157,1090652457654200,144000,200000,66240,576000,Equipment and machinery,Education,BSABUF02
2689,500057942496,1034949324031430,3354000,3900000,402480,13416000,Vehicles,Home,BSABUF06
2690,500051292242,1053488364587720,2886000,3900000,1269840,14430000,Fixed Deposit,Education,BSABUF18
2691,500054235298,1093826614796250,2220000,3000000,710400,11100000,Fixed Deposit,Business,BSABUF06
2692,500052782604,1039829168927780,1425000,1900000,570000,4275000,Fixed Deposit,Business,BSABUF13
2693,500059508026,1089541297895870,2250000,2500000,877500,9000000,Equipment and machinery,Business,BSABUF13
2694,500051303109,1090539999499450,465000,500000,311550,2325000,Fixed Deposit,Agriculture,BSABUF13
2695,500055596351,1056168197258820,1144000,1300000,354640,5720000,Equipment and machinery,Home,BSABUF25
2696,500054144744,1023243226296790,1246000,1400000,299040,3738000,Vehicles,Business,BSABUF01
2697,500051305935,1054574905489800,2500000,2500000,575000,10000000,Equipment and machinery,Education,BSABUF24
2698,500059819968,1034032763581930,3724000,4900000,1824760,11172000,Vehicles,Home,BSABUF01
2699,500056384359,1096906768507440,1638000,1800000,950039,4914000,Equipment and machinery,Business,BSABUF04
2700,500059807332,1029432582517250,2156000,2800000,517440,8624000,Residential Mortgages,Home,BSABUF21
2701,500053237022,1075290523217740,891000,900000,454410,2673000,Vehicles,Business,BSABUF10
2702,500058738781,1092193512876840,1872000,2400000,168480,9360000,Residential Mortgages,Business,BSABUF13
2703,500057925089,1039877985493250,384000,400000,99840,1920000,Equipment and machinery,Education,BSABUF18
2704,500051258010,1089451362777660,2128000,2800000,1659840,10640000,Equipment and machinery,Education,BSABUF04
2705,500057716000,1042074900395640,3276000,4200000,3243240,16380000,Fixed Deposit,Agriculture,BSABUF21
2706,500054127173,1020824659078180,3920000,4000000,117600,11760000,Fixed Deposit,Education,BSABUF22
2707,500053534904,1067708059136550,2028000,2600000,1906320,8112000,Equipment and machinery,Business,BSABUF03
2708,500058438187,1086611797319960,1216000,1600000,401280,4864000,Vehicles,Home,BSABUF19
2709,500055202155,1070248674632480,4278000,4600000,855600,12834000,Vehicles,Education,BSABUF23
2710,500058546690,1024648691985200,3649000,4100000,2517810,18245000,Vehicles,Home,BSABUF22
2711,500055272047,1094612393525080,1776000,2400000,1491840,7104000,Equipment and machinery,Agriculture,BSABUF24
2712,500055182350,1049360796173030,3185000,3500000,2707250,15925000,Residential Mortgages,Business,BSABUF11
2713,500059071571,1047155027169340,4324000,4700000,3805120,21620000,Residential Mortgages,Home,BSABUF17
2714,500052232550,1064000111229530,4032000,4800000,2378880,12096000,Equipment and machinery,Agriculture,BSABUF22
2715,500056695097,1088170068243090,91000,100000,45500,455000,Equipment and machinery,Home,BSABUF24
2716,500056664599,1054312937514620,1533000,2100000,413910,7665000,Vehicles,Business,BSABUF18
2717,500051747931,1046590232630480,4324000,4700000,3805120,12972000,Equipment and machinery,Business,BSABUF13
2718,500058046736,1068176199442660,1634000,1900000,1225500,6536000,Fixed Deposit,Business,BSABUF06
2719,500057400800,1028604576248680,3813000,4100000,2745360,19065000,Residential Mortgages,Agriculture,BSABUF18
2720,500059544235,1044734865687820,288000,400000,31680,864000,Residential Mortgages,Education,BSABUF01
2721,500057448068,1031175984274440,4704000,4800000,3810240,14112000,Fixed Deposit,Home,BSABUF17
2722,500052185346,1044430878954300,1785000,2100000,1552950,5355000,Equipment and machinery,Agriculture,BSABUF14
2723,500053568692,1097060547961330,3906000,4200000,3788820,15624000,Equipment and machinery,Home,BSABUF17
2724,500057988143,1032444215993080,1716000,2200000,566280,5148000,Equipment and machinery,Business,BSABUF19
2725,500056157840,1058149470770280,528000,600000,116160,2112000,Fixed Deposit,Education,BSABUF23
2726,500052140551,1060076698072270,3977000,4100000,318160,11931000,Vehicles,Education,BSABUF05
2727,500051967770,1086568971078690,1246000,1400000,772520,4984000,Fixed Deposit,Education,BSABUF24
2728,500059584308,1040552347255360,3367000,3700000,1380470,16835000,Vehicles,Agriculture,BSABUF15
2729,500053261817,1036552783062840,1485000,1500000,1336500,7425000,Residential Mortgages,Home,BSABUF23
2730,500052540098,1033150140276560,658000,700000,184240,1974000,Fixed Deposit,Agriculture,BSABUF10
2731,500055281208,1076346650751610,1702000,2300000,1667960,6808000,Residential Mortgages,Business,BSABUF12
2732,500059724645,1096494096303560,780000,1000000,600600,2340000,Residential Mortgages,Agriculture,BSABUF19
2733,500056639793,1067291614145100,1886000,2300000,773260,9430000,Equipment and machinery,Education,BSABUF23
2734,500053437725,1076143313983370,2790000,3000000,1060200,11160000,Fixed Deposit,Home,BSABUF06
2735,500057606309,1017476882056550,4277000,4700000,2608970,21385000,Vehicles,Business,BSABUF13
2736,500056826409,1074676534921860,2160000,2400000,1728000,6480000,Equipment and machinery,Agriculture,BSABUF21
2737,500054823703,1088742974712770,1584000,1600000,522720,7920000,Equipment and machinery,Education,BSABUF11
2738,500052472238,1092327204019360,2403000,2700000,1153440,9612000,Fixed Deposit,Home,BSABUF06
2739,500056604918,1018319019277270,1850000,2500000,1369000,5550000,Fixed Deposit,Agriculture,BSABUF04
2740,500054045241,1060455501554560,435000,500000,126149,1740000,Residential Mortgages,Agriculture,BSABUF03
2741,500057630740,1036631447902820,4560000,4800000,410400,22800000,Residential Mortgages,Business,BSABUF17
2742,500057914005,1064734733355310,3724000,3800000,1005480,18620000,Fixed Deposit,Home,BSABUF02
2743,500054419674,1013690479212760,3102000,3300000,2016300,9306000,Fixed Deposit,Home,BSABUF08
2744,500055660904,1037889386340590,3956000,4300000,2769200,11868000,Equipment and machinery,Agriculture,BSABUF17
2745,500056222521,1035542895086680,1344000,1600000,819840,5376000,Vehicles,Home,BSABUF21
2746,500057404424,1089804224801790,2880000,4000000,547200,11520000,Residential Mortgages,Home,BSABUF16
2747,500051831427,1065675384198750,3780000,4200000,1701000,11340000,Fixed Deposit,Business,BSABUF21
2748,500052699670,1098240103545990,1184000,1600000,816959,5920000,Equipment and machinery,Education,BSABUF09
2749,500056923000,1096850868582290,3610000,3800000,2924100,18050000,Residential Mortgages,Agriculture,BSABUF20
2750,500051370832,1085430966735660,888000,1200000,150960,2664000,Vehicles,Education,BSABUF08
2751,500056869413,1014461673265760,3690000,4500000,1180800,11070000,Fixed Deposit,Agriculture,BSABUF04
2752,500057406282,1054144867721680,688000,800000,295840,2064000,Fixed Deposit,Home,BSABUF18
2753,500054653201,1027191677045390,752000,800000,406080,3760000,Vehicles,Education,BSABUF10
2754,500053050050,1038939430238100,1386000,1800000,928620,5544000,Vehicles,Agriculture,BSABUF04
2755,500058619600,1051456870021200,972000,1200000,77760,3888000,Vehicles,Education,BSABUF25
2756,500053432083,1031159865272390,825000,1100000,363000,3300000,Fixed Deposit,Business,BSABUF19
2757,500057253789,1077564659438510,89000,100000,89000,267000,Fixed Deposit,Agriculture,BSABUF15
2758,500057702434,1015985877160690,4608000,4800000,4285440,18432000,Residential Mortgages,Home,BSABUF08
2759,500053427746,1020699674411520,1104000,1200000,1081920,4416000,Residential Mortgages,Business,BSABUF07
2760,500058662992,1026236530762990,150000,200000,12000,600000,Equipment and machinery,Home,BSABUF02
2761,500051445039,1081843577038760,75000,100000,72750,300000,Fixed Deposit,Home,BSABUF22
2762,500055658377,1054248683245700,2739000,3300000,1944690,8217000,Fixed Deposit,Home,BSABUF19
2763,500058725962,1026019063556180,2100000,2100000,1176000,8400000,Vehicles,Business,BSABUF19
2764,500056246948,1041102125426480,1106000,1400000,442400,5530000,Fixed Deposit,Education,BSABUF17
2765,500056616286,1014314969372660,1314000,1800000,867240,3942000,Vehicles,Agriculture,BSABUF16
2766,500052133204,1058897802339810,2325000,2500000,1325250,6975000,Equipment and machinery,Home,BSABUF06
2767,500055266052,1055111280404560,456000,600000,191520,2280000,Equipment and machinery,Education,BSABUF21
2768,500057679269,1073000428372410,2673000,3300000,2191860,8019000,Equipment and machinery,Education,BSABUF17
2769,500052566783,1022747329040270,2548000,2800000,1707160,10192000,Vehicles,Agriculture,BSABUF05
2770,500051605654,1090326781724870,3444000,4100000,1859760,13776000,Equipment and machinery,Home,BSABUF23
2771,500056620487,1032902766315200,231000,300000,189420,693000,Vehicles,Education,BSABUF16
2772,500055852464,1066487149361430,2256000,2400000,1714560,6768000,Residential Mortgages,Business,BSABUF03
2773,500057857086,1041940621067820,1376000,1600000,330240,4128000,Residential Mortgages,Home,BSABUF18
2774,500054339090,1091455821623170,2842000,2900000,1421000,8526000,Residential Mortgages,Home,BSABUF25
2775,500058063075,1051551705278310,1540000,2000000,0,4620000,Residential Mortgages,Business,BSABUF12
2776,500056476682,1077553278107020,3900000,3900000,2769000,15600000,Fixed Deposit,Home,BSABUF18
2777,500051859879,1012478988110200,900000,1000000,306000,3600000,Vehicles,Home,BSABUF19
2778,500051950410,1073393299717520,4272000,4800000,1495200,12816000,Vehicles,Business,BSABUF10
2779,500051652914,1030657208065850,360000,500000,183600,1080000,Residential Mortgages,Agriculture,BSABUF17
2780,500058896783,1043588667302830,581000,700000,209160,2905000,Fixed Deposit,Education,BSABUF20
2781,500059423677,1070789956425000,1246000,1400000,485940,3738000,Residential Mortgages,Home,BSABUF01
2782,500058788332,1083873109508030,657000,900000,275940,3285000,Equipment and machinery,Business,BSABUF17
2783,500057369054,1012129126638580,2880000,3600000,921600,14400000,Fixed Deposit,Business,BSABUF14
2784,500055829448,1073291044395660,1344000,1600000,873600,5376000,Residential Mortgages,Education,BSABUF02
2785,500057254186,1024013375077180,4455000,4500000,1113750,13365000,Residential Mortgages,Education,BSABUF16
2786,500055612896,1042911798015270,2418000,2600000,2321280,12090000,Equipment and machinery,Agriculture,BSABUF06
2787,500054639399,1040552347255360,4704000,4800000,376320,23520000,Fixed Deposit,Education,BSABUF06
2788,500052700760,1064051413219880,1738000,2200000,312840,6952000,Equipment and machinery,Home,BSABUF19
2789,500055893508,1027825049108880,3360000,4000000,1411200,10080000,Equipment and machinery,Education,BSABUF20
2790,500059956439,1054779190130940,3404000,4600000,2382800,17020000,Fixed Deposit,Business,BSABUF06
2791,500051703753,1018694716874050,1222000,1300000,818740,3666000,Residential Mortgages,Home,BSABUF19
2792,500056870384,1073430778661970,4802000,4900000,1920800,24010000,Equipment and machinery,Business,BSABUF01
2793,500056049027,1086295265441260,1806000,2100000,379260,7224000,Fixed Deposit,Education,BSABUF16
2794,500052491598,1011658536800680,2695000,3500000,1913450,8085000,Residential Mortgages,Education,BSABUF02
2795,500051244539,1097385046747890,3320000,4000000,498000,9960000,Residential Mortgages,Home,BSABUF13
2796,500055315364,1032985474286580,1274000,1300000,560560,5096000,Vehicles,Business,BSABUF05
2797,500054761096,1022773014985450,234000,300000,163800,702000,Equipment and machinery,Education,BSABUF08
2798,500057476738,1020251629390760,3560000,4000000,1174800,17800000,Residential Mortgages,Home,BSABUF03
2799,500051558541,1026645722033230,336000,400000,26880,1008000,Equipment and machinery,Agriculture,BSABUF04
2800,500055840564,1087391927329640,2816000,3200000,1971199,11264000,Residential Mortgages,Home,BSABUF05
2801,500052051875,1017990395962500,2812000,3800000,393680,8436000,Residential Mortgages,Home,BSABUF06
2802,500058162009,1014909108005190,3440000,4300000,1582400,13760000,Fixed Deposit,Agriculture,BSABUF03
2803,500052606763,1070013612146750,4140000,4600000,3560400,20700000,Vehicles,Education,BSABUF24
2804,500052551081,1079422792700330,752000,800000,112800,2256000,Equipment and machinery,Home,BSABUF21
2805,500056391630,1052257396863240,825000,1100000,272250,3300000,Fixed Deposit,Agriculture,BSABUF05
2806,500055198719,1084700139881160,86000,100000,12040,344000,Equipment and machinery,Agriculture,BSABUF04
2807,500055406997,1034873079146910,2088000,2400000,584640,6264000,Vehicles,Business,BSABUF18
2808,500057138786,1080675777104550,855000,900000,487349,2565000,Fixed Deposit,Agriculture,BSABUF04
2809,500051719576,1075892881124960,1649000,1700000,1616020,4947000,Residential Mortgages,Agriculture,BSABUF06
2810,500053754027,1032697780795730,1738000,2200000,625680,8690000,Vehicles,Agriculture,BSABUF08
2811,500057492593,1033815619255160,1280000,1600000,473600,5120000,Fixed Deposit,Business,BSABUF25
2812,500051280920,1021591374881910,1513000,1700000,15130,7565000,Equipment and machinery,Home,BSABUF11
2813,500059117919,1093940455081580,1406000,1900000,239020,7030000,Fixed Deposit,Agriculture,BSABUF10
2814,500057192566,1075836547735660,3198000,3900000,863460,15990000,Equipment and machinery,Agriculture,BSABUF23
2815,500053129460,1095590321120510,972000,1200000,87480,4860000,Fixed Deposit,Home,BSABUF04
2816,500055385609,1030303145220280,156000,200000,152880,780000,Vehicles,Agriculture,BSABUF13
2817,500052266931,1085807804922290,2231000,2300000,1606320,6693000,Fixed Deposit,Business,BSABUF07
2818,500058656650,1022520938613240,3234000,3300000,1358280,9702000,Equipment and machinery,Home,BSABUF17
2819,500055426721,1083760581816480,2914000,3100000,1194740,14570000,Residential Mortgages,Education,BSABUF22
2820,500051839680,1053575643334510,1848000,2200000,1349040,7392000,Equipment and machinery,Education,BSABUF13
2821,500058462996,1024464252017900,1950000,2500000,1735500,5850000,Residential Mortgages,Education,BSABUF06
2822,500055357493,1027079338252560,2784000,2900000,2589120,13920000,Fixed Deposit,Agriculture,BSABUF06
2823,500059383932,1064516876782210,1155000,1500000,854700,3465000,Vehicles,Agriculture,BSABUF20
2824,500058659537,1042096610700750,3444000,4100000,1894200,10332000,Equipment and machinery,Business,BSABUF11
2825,500054870385,1048196146343610,1476000,1800000,811800,5904000,Vehicles,Education,BSABUF19
2826,500057651301,1070888924923310,3773000,4900000,2829750,15092000,Equipment and machinery,Agriculture,BSABUF04
2827,500053146991,1067393725985350,1008000,1200000,332640,4032000,Vehicles,Home,BSABUF09
2828,500053489507,1011487642456410,78000,100000,63959,234000,Equipment and machinery,Education,BSABUF22
2829,500054113604,1098628817575730,297000,300000,118800,1485000,Residential Mortgages,Education,BSABUF19
2830,500053401332,1084108955832620,1602000,1800000,656820,6408000,Equipment and machinery,Business,BSABUF06
2831,500054023536,1033006913203470,3456000,3600000,2004479,17280000,Fixed Deposit,Business,BSABUF11
2832,500054148451,1066213441720160,1860000,2000000,148800,9300000,Fixed Deposit,Agriculture,BSABUF05
2833,500055752319,1063198106183450,3002000,3800000,960640,15010000,Vehicles,Business,BSABUF03
2834,500058851707,1030896354098370,2475000,3300000,24750,12375000,Residential Mortgages,Business,BSABUF23
2835,500051695326,1081930016828220,760000,1000000,668800,3040000,Fixed Deposit,Home,BSABUF09
2836,500054721988,1072741291962540,2150000,2500000,537500,6450000,Fixed Deposit,Home,BSABUF01
2837,500055988411,1052063503225950,3395000,3500000,1493800,10185000,Vehicles,Business,BSABUF15
2838,500055864248,1076186860613320,2492000,2800000,1096480,9968000,Vehicles,Home,BSABUF06
2839,500055069275,1042081076248230,882000,900000,79380,2646000,Equipment and machinery,Education,BSABUF14
2840,500058548321,1049252712517630,1344000,1400000,1115520,4032000,Residential Mortgages,Education,BSABUF13
2841,500054233916,1049508574365590,1900000,2500000,1311000,5700000,Equipment and machinery,Home,BSABUF16
2842,500058292457,1095759137085890,1312000,1600000,380480,3936000,Fixed Deposit,Education,BSABUF11
2843,500055064788,1064817563677460,3740000,4400000,3590400,14960000,Fixed Deposit,Home,BSABUF16
2844,500058141257,1037986835666010,1092000,1300000,1015560,4368000,Equipment and machinery,Home,BSABUF15
2845,500055230749,1064136180575880,1445000,1700000,953700,7225000,Fixed Deposit,Business,BSABUF12
2846,500055366739,1023921558019680,2573000,3100000,2315700,12865000,Residential Mortgages,Agriculture,BSABUF24
2847,500053955340,1097576355410380,240000,300000,132000,1200000,Fixed Deposit,Agriculture,BSABUF18
2848,500055871936,1086511588636380,3358000,4600000,2149120,16790000,Residential Mortgages,Home,BSABUF20
2849,500059196540,1022448451286840,2457000,2700000,1474200,12285000,Residential Mortgages,Agriculture,BSABUF11
2850,500057246111,1098376902039890,2080000,2600000,1352000,6240000,Vehicles,Education,BSABUF21
2851,500053509084,1024756550593550,1817000,2300000,763140,7268000,Residential Mortgages,Education,BSABUF07
2852,500057873413,1020264772903910,92000,100000,57040,460000,Equipment and machinery,Agriculture,BSABUF09
2853,500055964102,1041572869845390,1445000,1700000,1213800,7225000,Vehicles,Business,BSABUF19
2854,500055593415,1094207541695000,146000,200000,8760,584000,Equipment and machinery,Home,BSABUF15
2855,500052632474,1051013756696130,4186000,4600000,4186000,20930000,Residential Mortgages,Business,BSABUF08
2856,500052908671,1044052126361830,2880000,3000000,2044800,14400000,Fixed Deposit,Home,BSABUF04
2857,500057793102,1087465765106930,3690000,4500000,2915100,11070000,Residential Mortgages,Education,BSABUF23
2858,500054364509,1073176853812400,415000,500000,136950,1245000,Residential Mortgages,Business,BSABUF02
2859,500053270592,1051314561244020,3984000,4800000,3585600,19920000,Vehicles,Education,BSABUF12
2860,500056730180,1072333133131490,792000,1100000,594000,3168000,Residential Mortgages,Education,BSABUF25
2861,500052484505,1087751318617750,3072000,3200000,2856960,15360000,Equipment and machinery,Home,BSABUF18
2862,500053869059,1050907953642960,4005000,4500000,160200,20025000,Residential Mortgages,Education,BSABUF21
2863,500053024368,1023099292152280,752000,800000,300800,3008000,Vehicles,Education,BSABUF25
2864,500053863457,1044244506509460,2808000,3900000,84240,14040000,Vehicles,Business,BSABUF15
2865,500055480758,1068177665094050,1001000,1300000,110110,3003000,Vehicles,Education,BSABUF23
2866,500057247643,1045940281971560,276000,300000,82800,1104000,Vehicles,Business,BSABUF16
2867,500052833437,1082860401921760,440000,500000,26400,1760000,Fixed Deposit,Education,BSABUF20
